transaction_id,user_id,payment_method_id,rating_id,status,type,shipping_address,explored_bandit_type
636,102,1,2,purchased,pre-payment,"6933 Bonnie View Apt. 875
Port Jennifer, DC 12760",bandit A
637,156,1,2,purchased,pre-payment,"47610 Poole Lock
Danielleburgh, WY 31512",bandit B
638,1315,2,4,purchased,pre-payment,"63917 Julie Greens Suite 183
East Claireburgh, ND 87018",bandit A
639,1139,2,1,canceled,pre-payment,"874 Carl Land Apt. 065
New Kayla, UT 75628",bandit A
640,1115,2,5,returned,pre-payment,"6590 Rogers Motorway
Shortstad, VA 27750",bandit B
641,1222,1,4,purchased,post-payment,"082 Brad Overpass Suite 116
Margaretborough, CT 42155",bandit C
642,1058,2,3,purchased,post-payment,"455 Sydney Springs Suite 094
Arthurside, VT 33717",bandit C
643,676,1,5,purchased,pre-payment,"70951 Laurie Rue Apt. 508
Lake Jeremyhaven, MA 15476",bandit B
644,1119,1,1,canceled,post-payment,"94749 Amber Dam
West Dana, NM 45795",bandit C
645,225,3,3,purchased,post-payment,"2658 Robinson Prairie Suite 108
Robinland, KS 06477",bandit B
646,792,1,5,returned,post-payment,"08858 May Square
South Jeff, MT 82357",bandit B
647,253,1,3,purchased,post-payment,"PSC 9811, Box 4625
APO AE 49030",bandit B
648,1627,3,3,purchased,pre-payment,"5515 Garza Road
West Wandaville, MA 68332",bandit B
649,1868,2,3,purchased,pre-payment,"998 Coleman Place
South Johnfort, TX 77839",bandit A
650,1710,1,1,purchased,pre-payment,"76652 Hardy Village Apt. 275
Taylorborough, IN 26324",bandit A
651,1186,3,4,canceled,post-payment,"71844 Ingram Extension
Bushburgh, PW 15835",bandit B
652,1118,3,2,purchased,post-payment,"2802 Brown Turnpike
Rachelview, NY 10967",bandit C
653,604,3,3,returned,pre-payment,"72168 Erik Via Suite 449
Adamport, DE 31925",bandit B
654,349,4,2,purchased,pre-payment,"9603 Santiago Groves
New Nicholas, MH 89139",bandit B
655,1068,3,5,purchased,post-payment,"Unit 5167 Box 8323
DPO AP 04207",bandit C
656,1555,1,3,canceled,post-payment,"13175 Kimberly Station
Williamstad, WV 88562",bandit B
657,140,4,4,purchased,post-payment,"Unit 4766 Box 5544
DPO AA 07507",bandit B
658,879,4,4,purchased,pre-payment,"8148 Daniel Island
Leeview, MH 91152",bandit B
659,495,2,4,canceled,post-payment,"207 Williams Villages Suite 644
Michaelport, AS 65465",bandit C
660,942,2,4,purchased,pre-payment,"898 Robert Land Apt. 130
Christianshire, AZ 71319",bandit B
661,747,1,1,purchased,pre-payment,"39003 Jodi Plain Suite 060
Garyton, MI 32324",bandit A
662,1020,3,2,purchased,pre-payment,"52139 Colin Ports Suite 686
Stevenfort, SC 67006",bandit A
663,324,1,3,purchased,post-payment,"4770 Lindsey Prairie
East Billy, NM 66044",bandit B
664,1559,4,4,purchased,pre-payment,"6811 Abigail Glen
Lake Kathleenshire, IN 46889",bandit A
665,1754,2,3,purchased,post-payment,"18380 Smith Inlet Suite 736
Simpsonborough, VA 47719",bandit B
666,680,3,4,purchased,pre-payment,"414 Heather Causeway Suite 025
New Barbara, MS 99125",bandit A
667,58,2,2,purchased,post-payment,"94539 Matthews Flats
Watkinsland, KY 82339",bandit B
668,915,4,4,purchased,pre-payment,"1253 Hopkins Plain Apt. 083
West Russellville, IL 91920",bandit B
669,1969,3,4,returned,pre-payment,"979 Myers Corners
Parkview, NY 80318",bandit B
670,1129,1,2,purchased,pre-payment,"20148 Edward Hollow
North Sherrychester, WY 24722",bandit B
671,1642,1,3,purchased,pre-payment,"075 Natasha Locks
East Pamela, IL 60657",bandit A
672,1612,2,3,purchased,pre-payment,"Unit 7692 Box 4688
DPO AA 52647",bandit A
673,374,3,3,canceled,post-payment,"50986 Leslie Stravenue Apt. 414
Griffinchester, CA 60288",bandit C
674,551,1,3,canceled,post-payment,"332 Michael Ville
Lake Sandra, VT 73975",bandit C
675,131,1,5,returned,pre-payment,"7639 Tiffany Hills Apt. 493
Hillhaven, VI 64558",bandit A
676,705,2,4,purchased,post-payment,"PSC 7589, Box 6578
APO AE 12391",bandit C
677,1473,2,5,purchased,post-payment,"3946 Brennan Stravenue Suite 247
Jeffreytown, WI 75692",bandit B
678,601,4,4,purchased,post-payment,"0437 Richard Ford
Gabriellachester, NC 25322",bandit B
679,1656,2,4,purchased,pre-payment,"81697 Megan Courts
Walshchester, MH 94544",bandit A
680,167,4,5,returned,post-payment,"08054 Brandon Rue Suite 366
New William, SD 48565",bandit B
681,1926,2,5,purchased,post-payment,"32790 Turner Path
Spencerchester, AK 33797",bandit C
682,203,4,4,purchased,post-payment,"3866 Charles Plaza Apt. 112
Warrenhaven, ME 54246",bandit B
683,1050,3,5,purchased,pre-payment,"3312 Jordan Plains
Allisonbury, AZ 22219",bandit A
684,1206,1,5,purchased,pre-payment,"6845 William Valleys Apt. 183
Martinland, CT 81861",bandit A
685,1780,4,5,purchased,post-payment,"94467 Burns Cape
Austinport, NH 99152",bandit B
686,411,1,3,purchased,pre-payment,"096 Kenneth Locks Apt. 417
Wellston, AL 70652",bandit A
687,1648,3,2,canceled,post-payment,"942 Melton Meadows Suite 994
New Kathleen, WV 22964",bandit B
688,886,4,4,purchased,pre-payment,"435 Hunt Fords
Gonzalesview, WA 60495",bandit A
689,821,4,1,purchased,post-payment,"6694 Finley Viaduct
North Matthewport, IL 89857",bandit B
690,1548,2,1,purchased,post-payment,"USCGC Anderson
FPO AP 55556",bandit C
691,1945,2,1,purchased,pre-payment,"4834 David Terrace
Grayberg, MD 98368",bandit B
692,29,3,3,canceled,pre-payment,"32704 Walker Ways
South Dariusport, MD 08099",bandit A
693,1233,2,4,returned,pre-payment,"88563 Harvey Key
Karenton, DE 59143",bandit A
694,675,4,4,purchased,pre-payment,"00587 Blake Cliffs Suite 461
Jenniferhaven, FL 73668",bandit A
695,181,3,5,purchased,post-payment,"883 Angela Path Apt. 596
Cookfort, FM 30894",bandit C
696,943,1,4,purchased,post-payment,"39605 Felicia Harbor Apt. 749
Hayeshaven, AK 02655",bandit C
697,1081,3,5,returned,pre-payment,"PSC 4798, Box 6423
APO AA 79330",bandit B
698,496,3,3,purchased,post-payment,"1896 Gonzalez Walks
Lake Melissa, WA 48691",bandit C
699,701,1,5,purchased,post-payment,"866 Eric Port Suite 222
New Robert, KS 64417",bandit C
700,31,1,3,purchased,pre-payment,"PSC 3268, Box 9287
APO AE 69773",bandit B
701,14,1,4,purchased,pre-payment,"91103 William Courts Suite 176
North Danielle, VA 62727",bandit A
702,1438,3,1,canceled,post-payment,"419 Krystal Terrace Apt. 351
North Chloe, WA 68898",bandit B
703,1031,4,2,canceled,pre-payment,"0102 Rodriguez Mountains
Ellisshire, FM 10403",bandit B
704,119,2,4,purchased,post-payment,"650 Ashley Spur Suite 489
Leonardside, HI 99126",bandit C
705,295,4,1,returned,post-payment,"14119 Kline Vista Suite 714
Lake Jason, OK 21023",bandit B
706,936,2,2,purchased,post-payment,"16145 Wayne Fall Apt. 711
East Roger, RI 26470",bandit B
707,975,3,1,purchased,pre-payment,"99280 Harold Summit
Port Kim, KY 27062",bandit A
708,1531,4,5,purchased,pre-payment,"36685 Devin Port Suite 637
Paultown, VI 70119",bandit B
709,1151,4,3,canceled,pre-payment,"Unit 9270 Box 8185
DPO AP 17324",bandit A
710,344,4,3,purchased,post-payment,"8102 Karen Via
Wrightberg, NY 63388",bandit B
711,1202,2,4,returned,pre-payment,"348 Miller Skyway
West Jasonport, IA 03105",bandit B
712,1400,4,1,purchased,post-payment,"2151 Melinda Square
East Diane, NC 94733",bandit B
713,1689,1,1,purchased,pre-payment,"36305 Morgan Parks Apt. 234
Jacksonshire, VA 69761",bandit A
714,1488,3,1,purchased,pre-payment,"52847 Felicia Corners Suite 003
Justinfort, ME 89223",bandit A
715,419,4,1,purchased,post-payment,"887 Teresa Lake Suite 346
West Meaganburgh, IN 15473",bandit C
716,1299,2,5,purchased,post-payment,"93110 Taylor Lock
Matthewsshire, WA 62941",bandit C
717,179,3,5,purchased,pre-payment,"7931 Huang Ridges Suite 986
North Patricia, VA 68159",bandit A
718,1752,1,4,canceled,pre-payment,"1291 Maria Key
Brentstad, AZ 51986",bandit B
719,50,4,5,purchased,pre-payment,"1804 Gonzalez Radial Apt. 455
Sylviafurt, PA 79372",bandit B
720,74,2,5,canceled,pre-payment,"3442 Brittany Center
Jillianborough, NV 27091",bandit B
721,1687,3,4,canceled,post-payment,"844 Blake Brooks
Jeremyhaven, MO 91735",bandit B
722,500,1,1,purchased,pre-payment,"82762 Long Path Apt. 042
South Gabriel, IN 24824",bandit A
723,1831,3,1,purchased,post-payment,"990 Kirsten Vista Apt. 408
Grahamburgh, MP 61879",bandit B
724,796,4,3,purchased,pre-payment,"63096 Taylor Cove
East Rebecca, FL 18116",bandit B
725,1081,4,3,purchased,pre-payment,"21550 Francisco Parkways Suite 722
West Sarahburgh, MN 02829",bandit B
726,1691,2,5,purchased,post-payment,"07552 Kelly Motorway
Joneston, VI 25477",bandit B
727,1944,2,4,canceled,pre-payment,"PSC 5838, Box 4359
APO AA 52706",bandit A
728,502,4,2,purchased,pre-payment,"0121 Reed Wall Apt. 761
Beckyville, FL 80585",bandit A
729,1340,3,4,purchased,post-payment,"79537 Jackson Via Apt. 515
South Nicoleton, VI 89350",bandit C
730,1247,3,3,canceled,post-payment,"USNV Sloan
FPO AA 84118",bandit C
731,483,2,4,purchased,post-payment,"36619 Sandra Port
Lake Denise, UT 86412",bandit B
732,1530,4,2,purchased,pre-payment,"46740 Stephen Mount Suite 040
Michelleland, CO 60260",bandit A
733,1493,1,1,purchased,pre-payment,"Unit 8172 Box 5485
DPO AE 11875",bandit B
734,653,2,4,purchased,post-payment,"257 Martin Spring
Grantbury, MS 51245",bandit B
735,1287,1,1,purchased,pre-payment,"83121 Aaron Fords Apt. 368
Crosshaven, IA 05030",bandit A
736,1619,1,5,returned,post-payment,"5143 Jennifer Isle Apt. 335
South Tara, VA 43430",bandit B
737,822,4,3,purchased,post-payment,"48046 Rebecca Drives
Gallowaytown, GU 71719",bandit B
738,139,2,4,purchased,pre-payment,"4426 Audrey Track
West Madison, UT 34529",bandit B
739,846,3,1,canceled,post-payment,"6953 Robert Locks
Lewismouth, FM 45321",bandit B
740,1274,3,5,returned,pre-payment,"42454 Castillo Rapid
New Jason, PA 24062",bandit B
741,555,1,5,returned,post-payment,"1339 Castro Club Apt. 518
West Sarachester, KY 62490",bandit B
742,1794,2,3,purchased,pre-payment,"2841 Bradley Corners Suite 179
Jonesmouth, OH 29896",bandit B
743,711,4,5,purchased,pre-payment,"279 Harvey Lake
Johnsonburgh, NH 86374",bandit A
744,19,3,5,returned,post-payment,"960 Martinez Brook
Flynnmouth, AS 09154",bandit B
745,1878,1,3,purchased,post-payment,"437 Clark Corner Apt. 914
Faulknermouth, NY 44378",bandit C
746,1869,1,3,purchased,post-payment,"950 Williams Well Apt. 040
Mayschester, MT 82614",bandit B
747,969,3,3,purchased,post-payment,"38691 Brittany Passage Suite 492
New Matthew, UT 04920",bandit B
748,1522,4,3,purchased,pre-payment,"86145 Lara Summit Suite 301
Howardton, AZ 99892",bandit A
749,1676,3,4,returned,pre-payment,"794 Richard Lane
North Danielstad, NE 01612",bandit B
750,1411,1,3,purchased,pre-payment,"Unit 7328 Box 1753
DPO AA 01332",bandit A
751,1088,4,5,purchased,post-payment,"8824 Danielle Lodge Suite 263
Lewisborough, CT 25843",bandit B
752,32,1,3,returned,post-payment,"6327 Miller Harbor Apt. 299
West Omar, OR 21093",bandit C
753,606,4,5,purchased,pre-payment,"1110 Ford Walks
South Thomas, TX 30538",bandit B
754,425,3,4,purchased,pre-payment,"3908 Gonzalez Parkways Apt. 046
Lake Edward, NJ 00806",bandit A
755,1077,2,4,purchased,post-payment,"Unit 1180 Box 6535
DPO AE 79310",bandit C
756,57,3,1,purchased,pre-payment,"34148 Swanson Hollow
Knappshire, SD 78895",bandit A
757,469,4,3,purchased,post-payment,"969 Nelson Wall Suite 389
Heatherside, WI 61197",bandit C
758,1384,2,3,purchased,pre-payment,"59254 Graham Shore Suite 447
South Bradleyville, CA 47361",bandit B
759,541,1,5,purchased,pre-payment,"2083 Le Street Apt. 720
Lake Mike, TN 19037",bandit B
760,489,1,5,purchased,pre-payment,"495 Moran Garden Suite 953
Wallacemouth, MP 33290",bandit B
761,886,3,1,purchased,pre-payment,"01319 John Common Suite 920
Marilynview, WI 40558",bandit B
762,555,4,3,purchased,pre-payment,"960 Rangel Hills Suite 229
Fordstad, FL 92304",bandit A
763,1908,4,1,returned,pre-payment,"83884 Brown Ford Apt. 439
North Markshire, AR 12817",bandit A
764,1479,1,2,purchased,post-payment,"669 Jefferson Mall
South Johnborough, DC 08245",bandit B
765,1749,2,2,canceled,pre-payment,"58277 Kenneth Grove
Port Amandaburgh, VA 47085",bandit A
766,11,1,3,purchased,post-payment,"225 Hughes Viaduct
New Shannon, PR 35632",bandit B
767,142,1,4,purchased,post-payment,"782 Ana Knoll
Port Jeffrey, LA 19581",bandit B
768,876,3,3,purchased,pre-payment,"055 Jones Common
Walkerchester, ND 61828",bandit A
769,385,1,3,canceled,post-payment,"7510 Stephens Mountain Suite 506
East Noahville, RI 71785",bandit C
770,436,1,4,purchased,post-payment,"7057 Joseph Canyon
West Theresachester, SC 46942",bandit C
771,1494,1,1,purchased,pre-payment,"417 Alisha View
Cohenbury, VA 76827",bandit A
772,1226,3,5,returned,pre-payment,"02682 David Branch
West Chad, WA 31621",bandit B
773,1172,4,5,purchased,pre-payment,"979 Timothy Points
South Parker, DC 21976",bandit A
774,601,1,2,purchased,post-payment,"USS Walls
FPO AP 69841",bandit C
775,270,3,4,purchased,post-payment,"8428 Heather Glens
New Michael, PA 02332",bandit B
776,1016,4,1,purchased,pre-payment,"Unit 3589 Box 0531
DPO AP 48307",bandit A
777,1774,1,2,canceled,pre-payment,"89582 Norris Causeway Apt. 772
West Matthewchester, TN 29862",bandit B
778,1911,2,4,purchased,pre-payment,"958 Howard Avenue Suite 567
Payneland, IN 51096",bandit A
779,208,4,5,purchased,pre-payment,"039 Giles Way
Morganview, MN 76869",bandit A
780,360,4,1,purchased,pre-payment,"115 Garza Drive
Laurafort, DE 97027",bandit B
781,1210,1,3,canceled,pre-payment,"709 Mark Path
Jonesmouth, ND 31870",bandit B
782,800,4,4,returned,pre-payment,"2995 Walker Spring Suite 451
Gardnerland, TN 96214",bandit A
783,930,3,1,canceled,pre-payment,"81841 David Manor
Fitzgeraldton, NC 59452",bandit A
784,1024,3,1,purchased,pre-payment,"7588 Samantha Ridge
Stevenburgh, DE 40555",bandit A
785,1222,4,1,purchased,pre-payment,"914 Moreno Roads Apt. 486
Carrbury, NJ 74958",bandit A
786,891,4,3,canceled,pre-payment,"4871 Gross Pass
Joseshire, WV 97854",bandit A
787,1122,1,5,returned,post-payment,"185 Michele Mews Apt. 232
New Jacobborough, KY 97748",bandit B
788,712,1,2,purchased,post-payment,"6688 Cheryl Union Apt. 188
Elaineton, AR 56460",bandit C
789,899,2,1,purchased,post-payment,"623 Lambert Flat Suite 417
Parksshire, VI 88893",bandit C
790,1653,4,1,purchased,post-payment,"0274 Mills Islands Apt. 784
Garciahaven, MS 68245",bandit B
791,1375,4,4,purchased,pre-payment,"984 Susan Branch
East Scott, ID 53008",bandit A
792,1743,4,3,purchased,pre-payment,"USNS Mendez
FPO AA 94549",bandit B
793,1481,2,4,purchased,pre-payment,"30952 Matthew Port Apt. 775
Angelaburgh, ND 52593",bandit A
794,1694,2,2,purchased,pre-payment,"821 Taylor Throughway Suite 259
Jeremybury, MP 35806",bandit A
795,935,3,2,canceled,pre-payment,"4020 Donna Trail Suite 335
New Victor, NV 90498",bandit B
796,668,1,1,purchased,post-payment,"8605 Jennifer Branch
West Anthonyfurt, WI 17404",bandit C
797,1662,3,5,returned,post-payment,"013 Rebecca Locks Suite 580
Lake Jerrychester, NJ 23819",bandit C
798,511,3,1,canceled,pre-payment,"8264 Anthony Junctions
Johnsfurt, VA 20115",bandit A
799,1762,1,1,purchased,post-payment,"8579 Mark Manor
Ritafort, DE 18208",bandit B
800,1207,2,2,purchased,pre-payment,"16972 Kayla Squares
Brownport, FM 82071",bandit B
801,822,3,4,purchased,post-payment,"8525 Nunez Courts
Hortonburgh, PW 67199",bandit C
802,303,4,5,purchased,post-payment,"3328 Good Crossroad
East Ronald, OK 98766",bandit C
803,1945,2,1,purchased,post-payment,"706 Rivas Points Apt. 645
Markfort, MO 05936",bandit B
804,1033,2,4,purchased,pre-payment,"19454 Craig Underpass
Brittanyburgh, NE 24525",bandit A
805,1035,2,4,purchased,pre-payment,"6720 Robin Squares Apt. 932
New Margaretchester, NY 68746",bandit A
806,1577,1,1,purchased,pre-payment,"637 Steven Row Apt. 824
Lake Marcus, MO 80535",bandit A
807,1597,1,5,purchased,post-payment,"960 Jimenez Roads Suite 320
Port Elizabethbury, NH 27283",bandit C
808,1821,1,2,purchased,pre-payment,"PSC 2638, Box 1422
APO AE 57373",bandit A
809,1213,1,5,purchased,pre-payment,"748 Johnson Park Apt. 786
Pattonburgh, NE 13564",bandit A
810,963,2,3,canceled,pre-payment,"792 Tony Fields
Walkerberg, AR 38571",bandit B
811,612,2,2,purchased,post-payment,"830 Morgan Flats Apt. 892
New Raymondchester, NJ 41664",bandit C
812,1260,3,5,purchased,post-payment,"969 Brooks Throughway Suite 486
Port Kayleeview, VA 83080",bandit B
813,373,3,3,canceled,pre-payment,"6932 Davis Shore Suite 318
Brittanyton, NJ 94677",bandit B
814,1030,3,3,purchased,pre-payment,"1433 Larry Highway Suite 176
New Andrew, ME 79314",bandit A
815,756,3,4,purchased,pre-payment,"PSC 0868, Box 8235
APO AA 34915",bandit B
816,1892,2,2,purchased,pre-payment,"143 Robert Union
Lake Brittney, PW 49717",bandit B
817,1370,2,3,purchased,pre-payment,"1819 Romero Locks Apt. 260
West Sarahmouth, GA 87409",bandit A
818,1194,3,3,purchased,pre-payment,"USNV Bell
FPO AP 57482",bandit B
819,174,1,1,purchased,post-payment,"860 Gregory Ville Apt. 993
Anthonyville, IN 08721",bandit C
820,97,1,3,purchased,pre-payment,"66604 Espinoza Trail
Rodriguezside, GU 79465",bandit A
821,1143,1,1,canceled,pre-payment,"USS Dixon
FPO AA 25775",bandit B
822,613,2,5,purchased,pre-payment,"23449 Hunt Ferry Suite 088
New Rogerview, SC 03542",bandit B
823,573,2,1,purchased,post-payment,"432 Deborah Vista Apt. 214
Haleystad, NH 24905",bandit B
824,1936,4,3,purchased,pre-payment,"72962 George Lodge
Dominguezbury, MH 91741",bandit B
825,456,3,5,purchased,pre-payment,"705 Stephanie Harbor
Butlerchester, WA 28733",bandit B
826,1365,2,3,purchased,post-payment,"84676 Alexander Branch Suite 531
Angelaborough, LA 26161",bandit B
827,1952,4,2,canceled,post-payment,"3972 Gaines Parkways Suite 432
Baxterport, OR 16015",bandit B
828,577,4,4,purchased,post-payment,"115 Diana Freeway Suite 276
Lake Megan, CT 58913",bandit B
829,700,3,4,purchased,post-payment,"918 Cross Mill Apt. 532
West Marcus, MA 21504",bandit B
830,1636,3,1,purchased,pre-payment,"711 Morales Circle Apt. 180
Lake Staceyberg, NE 04459",bandit B
831,1166,4,3,canceled,pre-payment,"816 Jeffrey Street
South Raymond, TX 69212",bandit A
832,1817,4,5,canceled,pre-payment,"366 Smith Corner
Lake Jose, SC 19499",bandit B
833,176,2,3,purchased,pre-payment,"6963 Spence Mills
Port Joshuachester, MS 75773",bandit B
834,644,2,3,returned,post-payment,"422 Sexton Burgs
Port Lindaton, KY 38124",bandit C
835,901,3,4,purchased,post-payment,"5863 Mcgee Drive
New Vincentmouth, FM 73006",bandit B
836,798,1,2,purchased,pre-payment,"8768 Lopez Cliff
Caitlinville, MT 76028",bandit B
837,519,4,3,purchased,pre-payment,"736 Gary Knoll Suite 465
Port Bonnieview, PR 51076",bandit A
838,1867,3,1,purchased,pre-payment,"48207 Jennifer Land
North April, AS 71282",bandit A
839,105,2,4,purchased,post-payment,"8509 Michael Mountains
Lake Monicashire, HI 31993",bandit C
840,1601,4,1,purchased,pre-payment,"Unit 9182 Box 9616
DPO AP 43125",bandit A
841,912,3,1,canceled,pre-payment,"4972 Jesus Walk
Cathyton, VT 17614",bandit B
842,1066,1,2,purchased,pre-payment,"160 Chang Views
North Michael, ND 68691",bandit B
843,483,2,3,purchased,pre-payment,"4961 Mack Ville Suite 287
Port Kellyton, DC 29325",bandit B
844,501,2,1,purchased,post-payment,"42681 Spencer Court Apt. 883
West Andrewstad, MT 31511",bandit B
845,1740,2,1,purchased,post-payment,"11006 Pena Ferry
New Charlesside, IN 34134",bandit B
846,1165,1,1,purchased,pre-payment,"4867 Lopez Circle Suite 071
New Robin, MD 07216",bandit A
847,1369,4,4,purchased,post-payment,"092 Lisa Estate Suite 411
Bradleyfurt, NJ 05497",bandit B
848,543,2,5,purchased,pre-payment,"USNS Estrada
FPO AP 04000",bandit A
849,1363,4,1,purchased,post-payment,"16739 James Turnpike Apt. 006
West Chadburgh, CT 30450",bandit C
850,13,4,2,purchased,pre-payment,"PSC 6750, Box 8621
APO AA 64121",bandit A
851,867,3,3,purchased,pre-payment,"049 Smith Hill
North Katelyn, LA 70856",bandit B
852,1711,4,2,purchased,post-payment,"869 David Turnpike
Lake Anne, LA 96229",bandit C
853,624,1,1,purchased,pre-payment,"9476 Michael Court
Lake Paulafurt, MI 47680",bandit A
854,1430,4,4,purchased,post-payment,"98959 Donna Mills
North Johntown, MA 21548",bandit C
855,337,1,3,purchased,post-payment,"68176 Rebecca Land Suite 421
South Karitown, VA 88835",bandit C
856,1784,4,1,purchased,pre-payment,"0387 Barbara Mission Suite 311
Kelseyhaven, WY 87168",bandit B
857,1410,3,4,canceled,post-payment,"5288 Morgan Court Suite 753
North Cindy, IN 84223",bandit B
858,1758,3,4,purchased,pre-payment,"4149 Campbell Extension
Morenoside, NC 19982",bandit B
859,84,4,5,returned,post-payment,"044 Hammond Falls
Alexandraton, KY 29372",bandit C
860,473,2,4,returned,post-payment,"USCGC Leon
FPO AP 60434",bandit B
861,795,4,3,purchased,pre-payment,"3629 Raymond Isle Suite 824
North Jessicaberg, LA 78996",bandit A
862,364,4,3,purchased,post-payment,"983 Gray Mews Apt. 451
Alanton, SD 79304",bandit C
863,562,2,4,canceled,post-payment,"66579 Garcia Creek Suite 596
New Carolynstad, TN 24770",bandit B
864,1210,2,2,canceled,post-payment,"580 James Meadows
North Adrian, MD 46347",bandit B
865,978,3,3,canceled,pre-payment,"90050 Buchanan Turnpike
Lake Jasonburgh, NM 23533",bandit B
866,505,3,5,purchased,post-payment,"67937 Michelle Cape Apt. 167
Lake Robert, TN 38815",bandit C
867,409,3,5,purchased,post-payment,"568 Brandy Mills
Port Bobside, TX 38491",bandit B
868,1400,4,5,purchased,pre-payment,"937 Amy Fork
South Andreamouth, AL 02922",bandit A
869,1350,2,5,purchased,pre-payment,"084 Kelly Groves Suite 920
Reedhaven, AK 84571",bandit B
870,564,3,2,purchased,post-payment,"282 Bethany Wells Suite 009
Markland, RI 16700",bandit B
871,337,1,5,returned,post-payment,"50569 Rodriguez Dam
South Matthewhaven, CT 50767",bandit B
872,1482,1,4,purchased,post-payment,"479 Perez Tunnel
Doughertymouth, IA 80241",bandit C
873,1760,2,4,purchased,post-payment,"76359 Lopez Row Suite 951
East Sarah, CA 24768",bandit C
874,811,1,2,purchased,pre-payment,"817 Pearson Park Suite 357
Johnsonborough, MP 01357",bandit A
875,1312,2,5,purchased,pre-payment,"6941 Harrison Forge Apt. 700
Loganfort, WI 27397",bandit B
876,1388,1,3,purchased,pre-payment,"USNV Williams
FPO AP 16555",bandit B
877,1552,4,4,purchased,post-payment,"446 Shaw Knolls Apt. 924
Peterborough, KY 67341",bandit C
878,1124,2,2,purchased,pre-payment,"804 Smith Trail
Cynthiaton, GA 55670",bandit B
879,194,2,2,purchased,pre-payment,"545 James Glens Suite 239
New Vincent, MS 86543",bandit B
880,207,1,5,purchased,pre-payment,"903 Walter Vista
Brownbury, PW 68675",bandit A
881,481,2,5,purchased,post-payment,"04952 Kelly Freeway Suite 207
Dixonhaven, IN 41725",bandit B
882,1874,4,5,purchased,post-payment,"USS Brock
FPO AP 95395",bandit B
883,354,2,2,canceled,post-payment,"4658 Jay Path Apt. 934
Youngshire, FM 09658",bandit B
884,716,2,4,purchased,pre-payment,"8494 Mcguire Locks Apt. 921
East Harryport, WA 31374",bandit B
885,1593,2,2,returned,pre-payment,"378 Jackson Village
Chambersside, FM 56844",bandit B
886,727,2,4,canceled,pre-payment,"1231 Derek View Apt. 786
Lake Jason, OR 37032",bandit A
887,1398,2,5,purchased,pre-payment,"79008 Cristian Glen Suite 453
Port Sandra, OK 19269",bandit B
888,1272,4,5,canceled,pre-payment,"62537 Rodriguez Route
West Stephanie, ME 01107",bandit B
889,1504,4,2,purchased,pre-payment,"7564 Shannon Field Apt. 928
Lake Dennisborough, GA 39273",bandit A
890,1854,3,4,purchased,post-payment,"1114 James Turnpike
West Chris, DC 42827",bandit B
891,890,3,3,purchased,pre-payment,"635 Lawrence Circle
Jamesville, UT 42781",bandit A
892,1514,1,3,canceled,post-payment,"63635 Gonzalez Light Apt. 698
South Lawrenceside, CO 69620",bandit C
893,992,1,5,purchased,pre-payment,"99409 Gardner Causeway
Lake Kellyland, NY 73251",bandit B
894,791,1,4,purchased,pre-payment,"3599 Ryan Estates
North Brianshire, MT 46546",bandit B
895,1004,3,5,returned,pre-payment,"15528 Michael Rapid Suite 958
North Carriestad, MP 10073",bandit A
896,1648,3,4,returned,pre-payment,"53034 Louis Spurs Apt. 022
East Todd, PR 92150",bandit B
897,1505,4,3,purchased,pre-payment,"95296 Barnes Islands Apt. 757
New Christopherside, LA 48965",bandit A
898,46,1,2,purchased,post-payment,"791 Matthew Mount
Reynoldsland, TX 86041",bandit B
899,1880,4,1,canceled,pre-payment,"90333 Kari Brooks
East Nathan, VT 38813",bandit B
900,688,2,1,purchased,post-payment,"68264 William Shore Apt. 819
Gabrielchester, WY 65141",bandit B
901,1941,2,5,purchased,post-payment,"595 Jay Burgs Suite 313
East Caseyberg, WV 18470",bandit C
902,5,1,3,purchased,post-payment,"443 Vanessa Hill Apt. 401
Walkerburgh, AR 09950",bandit C
903,1090,2,5,canceled,pre-payment,"Unit 5545 Box 1852
DPO AE 83317",bandit B
904,1641,4,4,purchased,post-payment,"20162 French Pine
Hughesport, NC 49108",bandit B
905,1487,3,4,purchased,pre-payment,"7379 Little Meadow
South Christina, WI 42850",bandit A
906,184,1,3,purchased,pre-payment,"54907 Franco Haven Suite 679
Melanieland, TX 70921",bandit B
907,644,2,3,purchased,pre-payment,"33936 Morgan Expressway Suite 428
Carolview, WY 60062",bandit B
908,1569,3,4,purchased,pre-payment,"Unit 3306 Box 0254
DPO AP 30339",bandit B
909,418,3,3,purchased,post-payment,"69969 Duncan Mountain
West Amyburgh, VA 45327",bandit C
910,1934,2,2,canceled,post-payment,"00818 Wang Knolls
Michaelfurt, IN 01536",bandit C
911,825,3,3,canceled,post-payment,"USNV Weaver
FPO AA 16388",bandit C
912,1039,1,4,canceled,post-payment,"50297 Eileen Coves Apt. 684
Johnsonmouth, RI 42841",bandit B
913,668,2,2,purchased,pre-payment,"7478 Claudia Knoll Apt. 733
Lake Danielfurt, VT 72091",bandit B
914,1079,2,4,purchased,post-payment,"2514 Todd Course Apt. 945
Hansonhaven, MS 23892",bandit B
915,1152,3,1,purchased,pre-payment,"4540 Laura Hills
Johnview, DC 39604",bandit A
916,1568,1,2,purchased,pre-payment,"6730 Cheryl Port Apt. 732
Josephland, AS 15897",bandit A
917,1656,4,1,purchased,pre-payment,"780 Johnson Trafficway
Larsenland, OH 77401",bandit B
